IDSURVEY CID z MU MUERR
15 560087 0.30652 41.04340 0.15930
1 21062 0.13745 39.46420 0.13560
1 19207 0.25731 40.66950 0.17770
4 04D4ib 0.69717 43.11030 0.15030
15 030006 0.50285 42.21780 0.22540
50 2001V 0.01550 33.89320 0.17010
4 04D3mk 0.81376 43.62170 0.15760
10 1308957 0.61870 42.89870 0.27530
1 20106 0.33147 41.36260 0.18670
150 ASASSN-16br 0.02988 35.57060 0.14180
150 ASASSN-15mi 0.03610 35.66970 0.13250
5 2008cc 0.00928 32.94550 0.23500
10 1295305 0.61170 42.82100 0.13840
50 1981B 0.00319 30.93110 0.14420
1 19101 0.18580 39.68870 0.13070
4 04D1si 0.70070 43.11160 0.15350
66 2009le 0.01802 34.28860 0.16610
1 4046 0.27557 40.71530 0.16380
1 13727 0.22543 40.20660 0.14450
10 1334597 0.28900 40.76960 0.12370
10 1306390 0.40700 41.80680 0.21780
51 2013gq 0.01446 33.87390 0.17450
4 05D4cn 0.76110 43.40270 0.15030
63 2003kf 0.00809 32.67570 0.26210
10 1285317 0.56490 42.52830 0.16530
4 06D2fb 0.12566 38.81560 0.12470
10 1292195 0.82930 43.72250 0.19150
150 iPTF16auf 0.01533 34.24270 0.16630
150 PS15asb 0.05014 36.56110 0.13700
5 2006bt 0.03059 35.75840 0.13600
1 6649 0.31300 40.99180 0.16000
50 1992A 0.00567 31.41780 0.34450
51 2003hv 0.00511 31.47600 0.12600
4 04D2fs 0.35850 41.33060 0.12800
62 1999gp 0.02697 35.31070 0.14060
150 SN2017coa 0.04095 36.50760 0.14720
15 350047 0.23378 40.54200 0.17010
4 05D2ob 0.92618 44.10300 0.11220
4 04D4ii 0.86399 43.73680 0.16000
51 2001bg 0.00870 32.73140 0.12746
15 530086 0.05034 36.72590 0.14090
15 030066 0.22542 40.23810 0.13890
15 580275 0.38248 41.54280 0.19340
51 2016coj 0.00584 32.02900 0.33360
4 05D1ee 0.55782 42.58720 0.14130
15 370428 0.17791 39.77850 0.12810
10 1281886 0.38400 41.61660 0.15030
4 04D3ks 0.75074 43.09830 0.17640
4 03D4gg 0.59029 42.67890 0.16970
62 2000fa 0.02251 34.88620 0.14950
4 06D2gb 0.44361 41.90670 0.14370
64 2007sr 0.00572 31.65300 0.13188
5 2009ag 0.01026 33.21100 0.22100
56 2009ig 0.00810 32.66500 0.18609
15 350548 0.18082 39.74210 0.12660
150 ASASSN-15pm 0.04849 36.50820 0.13350
1 15466 0.24444 40.28520 0.15440
4 05D3lb 0.64770 43.00370 0.14600
4 06D3et 0.57668 42.57480 0.13610
64 2005ki 0.02031 34.66230 0.15750
61 1996bl 0.03434 35.80050 0.13610
15 340334 0.30681 41.24850 0.17270
10 1263369 0.31250 41.07600 0.13570
4 05D2he 0.60981 42.91780 0.14600
150 AT2017cfd 0.01315 33.68360 0.18350
63 2002he 0.02516 35.20540 0.14990
1 6699 0.30922 41.18850 0.19520
1 7779 0.37991 41.47360 0.16870
1 7512 0.21846 40.25900 0.14750
65 2009an 0.01046 33.27420 0.21560
10 1289656 0.53940 42.46530 0.16790
4 05D1if 0.76165 43.32010 0.14970
4 04D1ow 0.91354 43.74770 0.15520
4 05D1ck 0.61577 42.96340 0.14000
1 13757 0.28754 40.85040 0.15580
64 2007ci 0.02155 34.48950 0.15160
4 05D1eo 0.73568 43.40340 0.17730
66 2010A 0.02067 34.60660 0.16240
59 2012hr 0.00843 32.86910 0.26340
10 1316437 0.48200 42.19350 0.13820
150 SN2016glz 0.04101 36.09880 0.13650
64 2006et 0.02199 34.81580 0.15440
150 PS15adh 0.10363 38.46460 0.13940
15 090275 0.13955 39.12710 0.12850
59 2008hs 0.01805 34.89000 0.19960
62 1997E 0.01409 33.82600 0.18190
64 2007co 0.02747 35.31560 0.14130
4 04D2cf 0.37052 41.48070 0.13590
4 04D1hx 0.55882 42.55380 0.13530
10 1306141 0.33240 41.07340 0.12990
63 2004as 0.03317 35.99400 0.13880
5 2006ev 0.02818 35.69040 0.14030
150 ASASSN-15uw 0.03105 35.71100 0.13970
65 2007hu 0.03499 35.97370 0.17350
51 2008gp 0.03349 35.82220 0.14300
1 2165 0.28675 41.04870 0.16400
4 03D4cj 0.26865 40.51900 0.12380
15 110734 0.40221 41.62870 0.15830
150 2016afk 0.04772 36.66730 0.12810
4 04D2gp 0.73395 43.37270 0.22190
1 14979 0.17666 39.63900 0.13060
63 2002eu 0.03812 36.03630 0.18880
10 1328066 0.44890 42.01100 0.16310
64 2007cq 0.02508 34.90570 0.14550
4 04D3nr 0.96081 43.91880 0.16270
1 1241 0.08870 37.93580 0.12720
15 390259 0.12231 38.73790 0.12630
10 1329196 0.76930 43.37210 0.14340
1 2635 0.14325 39.13880 0.12900
1 13305 0.21350 40.12320 0.13850
59 2012V 0.01184 33.83240 0.22320
10 1292145 0.49250 42.42540 0.18960
65 2008ds 0.02134 34.75490 0.16090
64 2006az 0.03202 35.59760 0.13590
100 Vilas 0.93585 43.64930 0.20500
1 18927 0.21335 40.01080 0.14470
15 420159 0.18073 39.62580 0.12760
61 1995ac 0.04849 36.42580 0.12920
1 6249 0.29365 40.96230 0.15740
65 2007ux 0.03301 35.66250 0.14600
65 2008ar 0.02913 35.41230 0.13930
63 2001da 0.01703 34.25500 0.19300
56 2012fr 0.00567 31.28780 0.15354
1 6933 0.21179 39.96890 0.13330
15 520188 0.28060 40.73830 0.12600
15 470232 0.20083 40.09240 0.12530
1 19353 0.15341 39.34040 0.12940
1 20834 0.18976 40.26330 0.16010
5 2005na 0.02723 35.15590 0.13860
1 14024 0.14490 39.18430 0.13750
150 ATLAS16dpb 0.02185 35.10110 0.17000
150 PS15atx 0.07252 37.78170 0.20380
15 000010 0.24585 40.51210 0.12950
4 06D3dt 0.28266 40.95590 0.12270
64 2007ae 0.06525 37.12980 0.13460
10 1334645 0.23120 40.22110 0.12950
10 1259412 0.30470 41.01160 0.12810
1 1580 0.18335 39.62440 0.13600
15 050293 0.36017 41.29870 0.14020
5 2006ax 0.01754 34.39970 0.15960
4 04D3do 0.61071 42.81610 0.14210
1 20533 0.30140 40.80380 0.17900
61 1994S 0.01576 34.12180 0.17330
1 17215 0.18092 39.69690 0.15470
50 2001ba 0.03101 35.75850 0.15930
65 2008by 0.04639 36.57510 0.14180
61 1994Q 0.02763 35.40230 0.14880
65 2008Q 0.00745 32.45710 0.28180
59 2011ao 0.01201 33.64230 0.21500
150 ASASSN-17co 0.01835 34.29120 0.15950
15 000202 0.61983 42.94290 0.12560
59 2009jb 0.02290 34.93810 0.21340
65 2008Y 0.07056 37.33450 0.14040
62 1998eg 0.02402 35.14860 0.15490
10 1296273 0.39700 41.36030 0.13030
15 050003 0.42700 41.94100 0.16860
50 2001bt 0.01431 33.78050 0.17850
15 370333 0.07588 37.73910 0.13200
1 13934 0.32941 41.54010 0.23150
15 590031 0.37852 41.58030 0.15520
150 PS15cze 0.04081 36.58880 0.14510
51 2014ai 0.02302 35.12810 0.16980
15 590005 0.17124 39.64860 0.12800
15 140152 0.20879 39.95540 0.12820
10 1337687 0.31950 41.13580 0.12490
63 2002fk 0.00733 32.54660 0.12426
15 120400 0.35149 41.44230 0.12880
51 2009eu 0.02988 35.91740 0.15400
10 1282736 0.36890 41.42030 0.14550
150 ASASSN-15ti 0.01660 34.55490 0.16810
150 AT2016gsu 0.07575 37.65960 0.16360
62 1998es 0.00956 32.92300 0.22830
4 04D1pc 0.76865 43.59130 0.15430
1 12977 0.24656 40.37290 0.16000
51 2009an 0.01046 33.42880 0.22180
15 000014 0.13614 39.08090 0.14760
15 470008 0.23950 40.08370 0.12840
150 ASASSN-16la 0.01399 33.91030 0.18030
4 04D3ez 0.26360 40.50580 0.12460
15 550154 0.21015 40.28010 0.13740
1 3377 0.24459 40.21840 0.14410
15 520041 0.54545 42.78090 0.16330
15 510457 0.50306 42.27590 0.19950
15 420196 0.29853 41.36740 0.14520
63 2001az 0.04092 36.42470 0.13810
15 520016 0.45106 42.10000 0.16270
59 2011hb 0.02821 35.42860 0.19870
10 1322229 0.52610 42.29160 0.15340
150 SN2017jl 0.01480 33.89410 0.17160
59 iPTF13dge 0.01685 34.43370 0.19200
15 310039 0.17170 39.57840 0.12550
50 1981D 0.00564 30.94340 0.36970
15 380199 0.46064 42.16000 0.14830
15 420417 0.36147 41.25550 0.20400
1 17875 0.21091 40.35760 0.15660
50 2005df 0.00415 31.32740 0.12199
59 2008Q 0.00745 32.44380 0.28950
1 3199 0.24972 40.73770 0.15250
5 2009D 0.02446 35.08840 0.14230
150 ATLAS16bwu 0.07091 37.48620 0.13600
59 2009cz 0.02292 35.01020 0.18600
65 2007is 0.02771 35.39910 0.14950
15 190340 0.13840 39.13930 0.12330
1 20245 0.30052 40.71310 0.17130
5 2007nq 0.04393 36.27960 0.12940
15 470244 0.36091 41.54100 0.13950
15 040780 0.23082 40.16050 0.14920
62 2000dk 0.01741 34.20490 0.16430
50 1980N 0.00564 31.31930 0.34830
50 1997bq_B 0.01090 32.84550 0.24510
50 1992bh 0.04434 36.61410 0.16410
15 440236 0.42895 41.82840 0.14700
15 160070 0.35909 41.57090 0.14300
64 2006ax 0.01754 34.42110 0.16170
63 2002cr 0.00988 33.34380 0.12481
50 1992G 0.00716 32.50370 0.29770
4 05D3cx 0.80575 43.36650 0.14980
64 2006en 0.03171 35.76130 0.13900
51 2002cs 0.01532 34.09160 0.12410
1 1253 0.26175 40.51870 0.17100
150 SN2016gfr 0.01632 33.98080 0.16540
4 06D3gh 0.72074 43.22340 0.18080
15 110460 0.19953 39.97660 0.15500
1 18835 0.12278 38.77040 0.12740
5 2008bc 0.01563 34.02660 0.17500
63 2003iv 0.03532 35.99950 0.14360
4 05D3cf 0.41965 41.94630 0.13220
4 05D3ha 0.80575 43.45360 0.15300
65 2009ad 0.02838 35.44470 0.14120
62 1999X 0.02668 35.21890 0.15580
1 14456 0.32804 41.11460 0.15570
1 19899 0.09030 37.97430 0.12750
1 15365 0.18667 39.87580 0.13490
51 2013dy 0.00455 31.64610 0.13461
15 190237 0.22952 40.46030 0.15220
4 04D1ff 0.85858 43.46480 0.15060
65 2007ob 0.03221 35.63040 0.14950
4 06D4co 0.43546 41.70290 0.12530
1 12971 0.23395 40.28500 0.16980
1 13045 0.17931 39.62500 0.14510
150 SN2016hpx 0.03262 35.73810 0.13950
1 12860 0.12058 38.87470 0.13160
15 100090 0.17297 39.85010 0.13720
1 6315 0.26583 40.43090 0.14580
15 130308 0.08245 37.91070 0.12680
1 15440 0.26141 40.53500 0.14980
1 16032 0.20331 39.98810 0.13900
101 SCP05D0 1.01242 44.23400 0.25310
62 1998dx 0.05010 36.66630 0.13700
150 PSNJ1204051 0.04573 36.52630 0.13610
1 16213 0.24871 40.48660 0.14690
1 19051 0.27631 40.81820 0.15300
1 16206 0.15856 39.16240 0.14670
1 19002 0.27021 40.64140 0.14170
50 2006dd 0.00564 31.25290 0.34730
10 1303883 0.25910 40.64090 0.13410
10 1337272 0.50270 42.24420 0.17120
64 2006ev 0.02818 35.73870 0.15690
15 370308 0.20087 39.91820 0.20850
63 2001bf 0.01580 33.97280 0.17000
5 2005ki 0.02031 34.62850 0.15230
1 6196 0.27991 40.60360 0.15540
150 SN2016ixf 0.06711 37.53110 0.14720
15 100213 0.27509 40.88730 0.14340
50 1992K 0.00876 33.75240 0.27110
1 21861 0.18604 39.65700 0.17780
4 05D3mq 0.24660 40.50680 0.12630
1 2102 0.09414 38.18260 0.13120
15 520023 0.26818 40.56670 0.17070
10 1298893 0.19620 39.91470 0.22500
10 1299775 0.15980 39.09110 0.13910
1 3087 0.16448 39.37950 0.12610
50 1991M 0.00840 33.29310 0.30180
1 19604 0.29461 41.27860 0.19890
64 2006bb 0.02614 35.28870 0.16160
50 2008fv2 0.01090 33.54710 0.21490
51 2009ig 0.00810 32.87890 0.12344
50 2001cn 0.01551 33.91800 0.17050
1 15453 0.17384 39.83240 0.13430
150 SN2016gmb 0.05862 37.06410 0.14070
64 2006mo 0.03708 36.15430 0.13860
1 20376 0.20840 39.78250 0.15400
66 2009nq 0.01559 34.17750 0.20900
1 15459 0.12560 39.32960 0.13130
15 160198 0.34910 41.36030 0.13380
1 10449 0.24065 40.16090 0.17340
1 17332 0.18217 39.66770 0.14220
64 2008bf 0.02482 34.99070 0.14500
4 06D3bz 0.72774 43.20050 0.18060
4 06D2ce 0.82206 43.49100 0.19110
64 2005lz 0.04662 36.37390 0.13600
5 2008fr 0.03822 36.17280 0.13020
1 16165 0.15613 39.33730 0.13000
63 2001N 0.02182 34.86360 0.15240
4 03D4dh 0.62525 42.79360 0.13380
1 3080 0.17331 39.49840 0.12990
15 580235 0.33147 41.12800 0.12830
4 05D3hh 0.76674 43.57920 0.17080
5 2007bd 0.03117 35.64810 0.13540
50 2000bh 0.02433 34.94180 0.14760
150 PS16bnz 0.06478 37.22070 0.13110
64 2006cq 0.04947 36.67150 0.14280
15 330089 0.34881 41.49470 0.13830
51 2008go 0.06147 37.04760 0.15670
10 1332413 0.60870 42.65630 0.18440
59 2008hv 0.01387 33.94490 0.20480
4 03D1aw 0.58080 42.86470 0.14460
5 2007jd 0.07222 37.65330 0.12400
15 450082 0.24861 40.53940 0.13050
15 120336 0.16122 39.44210 0.12720
1 15369 0.23062 39.92670 0.12970
1 17552 0.25199 40.57850 0.15800
15 570022 0.30152 41.16030 0.15910
4 04D4in 0.51437 42.29940 0.13180
63 2003ae 0.03470 35.83810 0.16560
1 4000 0.27668 40.95940 0.19990
10 1335472 0.49890 42.20130 0.14130
51 2007F 0.02403 35.07220 0.14590
4 04D1rh 0.43494 41.90560 0.13130
1 17629 0.13658 38.93410 0.12940
150 ASASSN-15oh 0.01564 34.46000 0.18060
4 05D3dh 0.80076 43.20390 0.15480
51 2007fb 0.01740 34.47330 0.16160
10 1312274 0.43800 41.92400 0.15740
15 310238 0.28405 40.66910 0.12850
5 2008ia 0.02249 34.94960 0.15230
4 05D4gw 0.80605 43.60270 0.18350
10 1347120 0.17950 39.67230 0.13450
1 13610 0.29692 40.79550 0.16330
4 04D1pu 0.63777 42.74490 0.20250
4 04D1qd 0.76566 43.46490 0.14560
10 1308582 0.36690 41.33540 0.13720
5 2006py 0.05640 36.97310 0.12750
10 1257695 0.18380 39.77110 0.12600
50 2003du 0.00762 32.84670 0.12311
4 04D4hu 0.70117 43.25010 0.16380
15 300179 0.17911 39.89810 0.16120
10 1329166 0.73160 43.33970 0.15610
150 ASASSN-17bs 0.02066 34.64940 0.15430
51 2008gg 0.03112 35.73380 0.15360
1 18241 0.09404 38.28880 0.13340
1 18721 0.40138 41.62930 0.19540
1 7143 0.30365 41.18030 0.14930
10 1258906 0.34920 41.39220 0.13790
15 110716 0.31588 41.27090 0.15440
15 460064 0.24151 40.22610 0.14240
5 2007ca 0.01437 34.34870 0.17660
15 340229 0.14123 39.13830 0.14150
15 560150 0.19970 40.00590 0.14750
10 1334644 0.28810 40.79620 0.14920
1 16281 0.18522 39.66720 0.14820
1 2561 0.11760 38.71060 0.12770
106 geta 1.69706 45.43810 0.27030
4 04D4an 0.61127 43.09080 0.15830
1 19968 0.05578 36.88200 0.13400
10 1346387 0.34450 41.42330 0.12870
5 2008ff 0.01919 34.40270 0.15690
1 13152 0.20231 39.73100 0.13060
65 2008gb 0.03820 36.12680 0.14710
15 370066 0.09089 38.12540 0.13390
150 ASASSN-16bc 0.03313 35.76410 0.13670
51 2017cfd 0.01315 33.62900 0.18770
1 18855 0.12732 38.87440 0.12780
4 05D3ax 0.64371 42.94600 0.18650
150 ASASSN-15il 0.02278 34.92380 0.15020
50 1993ah 0.02834 35.30320 0.21080
1 12781 0.08309 38.09090 0.13670
10 1315259 0.22800 40.29320 0.13130
15 440509 0.31901 41.02150 0.15080
100 Elvis 0.84081 43.44330 0.17790
5 iPTF13ebh 0.01249 33.65390 0.12380
4 05D3km 0.96080 44.17970 0.16000
5 2009dc 0.02119 34.27760 0.15300
5 2007hj 0.01321 33.98880 0.18620
1 12779 0.07906 37.88290 0.13090
64 2005iq 0.03357 35.97840 0.13660
100 Ombo 0.97443 44.10440 0.17360
4 05D3jh 0.71874 43.03300 0.14150
4 05D3ht 0.90179 43.88630 0.17090
5 2005ku 0.04442 36.37890 0.13200
10 1346956 0.33350 41.13270 0.13640
4 05D2mp 0.35519 41.58830 0.12720
64 2006ar 0.02333 35.08250 0.14880
50 2017cbv_wee 0.00304 30.54150 0.60770
65 2008050 0.04634 36.33150 0.16230
15 440008 0.14652 39.27040 0.12430
15 420100 0.09653 38.19360 0.16180
15 350080 0.28588 40.79150 0.14870
15 050296 0.35099 41.37590 0.13810
1 4679 0.33115 41.14850 0.16400
5 2006ef 0.01745 34.39100 0.16550
51 2013bs 0.02762 35.53380 0.14490
15 360156 0.04661 36.59410 0.13470
56 2013dy 0.00455 31.76140 0.16002
62 2000cn 0.02279 35.00370 0.15100
4 05D3dd 0.48064 42.11960 0.12770
4 03D4dy 0.60827 42.71770 0.13690
51 2009hp 0.02299 34.97020 0.20190
50 1990O 0.03085 35.57060 0.14420
150 PS15mt 0.07193 37.61020 0.14070
4 05D3lc 0.46164 42.09940 0.12640
64 2006qo 0.02946 35.51040 0.13980
1 7243 0.20334 40.02120 0.15320
15 020176 0.26062 40.60360 0.13810
59 2007co 0.02747 35.27930 0.19620
106 camille 1.22296 45.30250 0.16810
1 722 0.08532 37.97620 0.13260
1 18091 0.36987 41.38010 0.18450
10 1338266 0.64760 43.16980 0.19210
15 380279 0.34939 41.34750 0.14740
5 2008R 0.01234 33.84450 0.19380
64 2005el 0.01496 33.98120 0.17590
15 091869 0.28854 40.83940 0.13470
15 370356 0.02554 35.34150 0.14190
150 PTSS17-niq 0.06897 37.40830 0.13760
64 2006sr 0.02396 35.07070 0.14880
59 2013ag 0.02022 34.97160 0.23490
5 2004gs 0.02867 35.60640 0.13830
15 100101 0.42976 42.10200 0.15970
64 2005cf 0.00727 32.39100 0.12632
1 17389 0.16971 39.81550 0.14770
150 ASASSN-16cs 0.01918 34.54730 0.15710
150 PS15ahs 0.02522 35.30470 0.14200
10 1309492 0.33350 41.10610 0.12090
150 PS15cku 0.02343 35.18950 0.14750
10 1335718 0.69930 43.25920 0.12510
1 16259 0.11792 38.69140 0.13290
5 2008cf 0.04705 36.50290 0.12860
51 2011dl 0.03385 35.93580 0.14010
1 6057 0.06645 37.32550 0.13200
63 2004L 0.03394 35.85030 0.14120
5 2007jh 0.04208 36.52160 0.13610
5 2006kf 0.01931 34.78880 0.16220
